#SUBMITTED ID	SYMBOL
FBgn0051872	CG31872
FBgn0037197	CG13239
FBgn0002962	nos
FBgn0027086	IleRS
FBgn0004889	tws
FBgn0033372	CG13742
FBgn0265535	CG44385
FBgn0036849	CG14079
FBgn0011741	Arp6
FBgn0033749	achi
FBgn0027615	OXA1L
FBgn0036301	CG4069
FBgn0266647	CG45154
FBgn0037537	CG2767
FBgn0038233	HtrA2
FBgn0032481	CG16972
FBgn0039810	CG15549
FBgn0050491	CG30491
FBgn0036654	CG9692
FBgn0267422	CR45775
FBgn0262850	CR43214
FBgn0262851	CR43215
FBgn0033996	CG11807
FBgn0033069	eIF3f2
FBgn0267967	corolla
FBgn0001099	gdl
FBgn0003011	ort
FBgn0036905	ms(3)76Ca
FBgn0260434	CG42529
FBgn0036199	Bmcp
FBgn0053140	CG33140
FBgn0035915	S-Lap1
FBgn0037846	CG6574
FBgn0086613	Ino80
FBgn0011740	alpha-Man-IIa
FBgn0261793	Trf2
FBgn0032940	Mondo
FBgn0032519	CG16957
FBgn0037464	Mst84B
FBgn0040650	CG15456
FBgn0029659	CG16782
FBgn0036165	chrb
FBgn0083960	CG34124
FBgn0051875	CG31875
FBgn0037234	CG9795
FBgn0037135	eIF2A
FBgn0035099	CG6845
FBgn0036161	CG7551
FBgn0029997	CG2258
FBgn0063670	CG40228
FBgn0029854	CG3566
FBgn0044511	mRpS21
FBgn0023395	Chd3
FBgn0035109	CG13876
FBgn0039465	Tsp97E
FBgn0010314	Cks30A
FBgn0039760	CG9682
FBgn0264836	CG44044
FBgn0032632	CG6380
FBgn0036784	CG5103
FBgn0030366	Usp7
FBgn0037609	Unc50
FBgn0004619	GluRIA
FBgn0010638	Sec61beta
FBgn0031465	CG3123
FBgn0020399	Mst89B
FBgn0265187	Fatp2
FBgn0033286	CG2127
FBgn0264000	GluRIB
FBgn0054011	CG34011
FBgn0053225	CG33225
FBgn0031128	hydra
FBgn0024371	E2f2
FBgn0032017	CG7810
FBgn0027872	rdgBbeta
FBgn0029131	Debcl
FBgn0035811	Mcad
FBgn0034487	Efhc1.2
FBgn0032700	CG10338
FBgn0039420	CG6154
FBgn0261268	Cul3
FBgn0037547	CG7910
FBgn0034657	LBR
FBgn0053017	CG33017
FBgn0026086	Adar
FBgn0029662	CG12206
FBgn0084001	CG41434
FBgn0052548	CG32548
FBgn0260965	CG42588
FBgn0034807	CG9897
FBgn0265362	CG44303
FBgn0036288	CG10660
FBgn0033021	CG10417
FBgn0031229	CG3436
FBgn0037018	CG4042
FBgn0085331	CG34302
FBgn0260008	UQCR-11
FBgn0026255	clumsy
FBgn0002709	mei-218
FBgn0033897	Rcd1
FBgn0011016	SsRbeta
FBgn0032721	CG10602
FBgn0029153	Menl-2
FBgn0085810	CR41597
FBgn0037073	Tsr1
FBgn0037295	dpr16
FBgn0036909	Ccdc58
FBgn0261844	pre-mod(mdg4)-V
FBgn0261845	pre-mod(mdg4)-U
FBgn0032456	MRP
FBgn0287186	scro
FBgn0051008	CG31008
FBgn0038511	cysu
FBgn0003371	sgg
FBgn0033260	Cul4
FBgn0029725	CG2871
FBgn0037811	CG12592
FBgn0010389	htl
FBgn0000239	bur
FBgn0032115	CG4438
FBgn0051922	CG31922
FBgn0037150	CG7133
FBgn0260458	PGRP-LD
FBgn0001612	Grip91
FBgn0032335	CG14915
FBgn0035568	CG18418
FBgn0032394	Hacd1
FBgn0267042	CG45486
FBgn0051510	CG31510
FBgn0023096	btv
FBgn0039936	Gyf
FBgn0031717	Oscillin
FBgn0264427	CG43845
FBgn0261243	Psa
FBgn0029158	Las
FBgn0039659	CG14506
FBgn0287217	CR46447
FBgn0250850	rig
FBgn0040658	CG13516
FBgn0035581	Dnah3
FBgn0028884	CG4892
FBgn0034776	CG13527
FBgn0034907	CG5539
FBgn0033954	CG12860
FBgn0023129	aay
FBgn0034366	Atg7
FBgn0034902	CG5532
FBgn0031164	CG1724
FBgn0286199	shps
FBgn0259151	CG42266
FBgn0265726	Nna1
FBgn0031622	CG3251
FBgn0027503	CG11970
FBgn0005655	PCNA
FBgn0033058	CCHa2-R
FBgn0037549	CG7878
FBgn0261274	Ero1L
FBgn0261357	CG42634
FBgn0085570	CR41243
FBgn0051988	CG31988
FBgn0037810	sle
FBgn0267790	rump
FBgn0038471	Trm7-32
FBgn0029966	Ir7c
FBgn0260453	CG17140
FBgn0037239	Sfxn1-3
FBgn0263585	CG43610
FBgn0085484	Pdxk
FBgn0261373	CG33228
FBgn0283658	muc
FBgn0030614	CG9072
FBgn0039651	Cyt-c1L
FBgn0034461	CG15124
FBgn0036062	CG6685
FBgn0038819	Cpr92F
FBgn0250822	CG34222
FBgn0031213	galectin
FBgn0028658	Adat1
FBgn0036009	Or67a
FBgn0036318	Wbp2
FBgn0034346	PIG-O
FBgn0003862	trx
FBgn0034120	CG15710
FBgn0026404	Dronc
FBgn0031858	CG17378
FBgn0033029	Not3
FBgn0033989	CG7639
FBgn0001223	Hsp22
FBgn0266940	CR45391
FBgn0032845	CG10747
FBgn0011704	RnrS
FBgn0031323	CG5139
FBgn0032732	EMC5
FBgn0031786	CG13989
FBgn0054027	CG34027
FBgn0052463	Tengl2
FBgn0053223	CG33223
FBgn0041246	Gr32a
FBgn0036629	GluRS-m
FBgn0028647	CG11902
FBgn0030764	CG9777
FBgn0032208	Ufd4
FBgn0035790	Cyp316a1
FBgn0037530	EMC1
FBgn0050293	Cht12
FBgn0051683	CG31683
FBgn0036512	Ufsp2
FBgn0039137	Epp
FBgn0250846	glob2
FBgn0039532	Mtl
FBgn0034435	fest
FBgn0032197	ova
FBgn0035776	CG8564
FBgn0036623	Agpat3
FBgn0036928	Tom20
FBgn0039566	CG4849
FBgn0061196	CG15468
FBgn0033807	AQP
FBgn0035086	CG12851
FBgn0031285	CG3662
FBgn0034173	CG9010
FBgn0266962	CG45413
FBgn0035537	CG11342
FBgn0037327	PEK
FBgn0037742	Rpt3R
FBgn0264432	CG43850
FBgn0036708	CG13725
FBgn0038448	CG12783
FBgn0051088	CG31088
FBgn0286741	CG46383
FBgn0037579	COX7AL
FBgn0031609	CG15443
FBgn0028847	CG9014
FBgn0036974	eRF1
FBgn0035423	eIF1
FBgn0011771	Hem
FBgn0036997	CG5955
FBgn0036376	Liprin-beta
FBgn0035179	CG12038
FBgn0037296	Prosbeta2R2
FBgn0003520	stau
FBgn0031784	CG9222
FBgn0031085	CG9570
FBgn0262017	CG42830
FBgn0036667	kud
FBgn0039552	CG12426
FBgn0035557	CG11353
FBgn0010590	Prosbeta1
FBgn0037170	Trxr2
FBgn0051679	Tengl3
FBgn0033347	CG8248
FBgn0267652	pre-mod(mdg4)-N
FBgn0031749	CG14000
FBgn0264307	orb2
FBgn0032945	CG8665
FBgn0263606	Hsc20
FBgn0261794	kcc
FBgn0034177	AsnRS-m
FBgn0054008	CG34008
FBgn0053816	His1:CG33816
FBgn0005777	PpD3
FBgn0019686	lok
FBgn0039165	CG6204
FBgn0034674	CG9304
FBgn0038533	CG7523
FBgn0011327	Uch-L5
FBgn0039205	CG13623
FBgn0038102	CG14383
FBgn0042185	MCU
FBgn0035976	PGRP-LC
FBgn0039316	CG11893
FBgn0052240	CG32240
FBgn0004435	Galphaq
FBgn0036763	TrpRS-m
FBgn0037305	Enoph
FBgn0040345	CG3708
FBgn0031636	CG12194
FBgn0032457	CG15483
FBgn0031419	CG15390
FBgn0020620	RN-tre
FBgn0266717	Bruce
FBgn0036180	Duba
FBgn0267045	CG45489
FBgn0036571	Strump
FBgn0032110	CG3748
FBgn0285926	Imp
FBgn0031678	Nepl3
FBgn0052988	CG32988
FBgn0052845	CG32845
FBgn0052987	CG32987
FBgn0031849	CG11327
FBgn0040942	CG12643
FBgn0262619	DNAlig1
FBgn0013305	Nmda1
FBgn0032465	Yip1d1
FBgn0053554	Nipped-A
FBgn0031275	GABA-B-R3
FBgn0265158	CG44227
FBgn0001986	Mtr4
FBgn0034649	PIG-M
FBgn0259725	CG42379
FBgn0259726	CG42380
FBgn0035497	CG14995
FBgn0014007	Ptp69D
FBgn0028671	Vha100-1
FBgn0030706	Lrp4
FBgn0032052	PIG-U
FBgn0033292	Cyp4ad1
FBgn0039373	CG5024
FBgn0013323	Ptth
FBgn0011666	msi
FBgn0030685	Graf
FBgn0027513	ana2
FBgn0028916	CG33090
FBgn0033547	CG12935
FBgn0037082	CG5664
FBgn0002873	mud
FBgn0032244	RfC3
FBgn0052445	CG32445
FBgn0260874	Ir76a
FBgn0029812	Prosbeta2R1
FBgn0261401	Ir75c
FBgn0027093	ArgRS
FBgn0011742	Arp2
FBgn0035727	CG10063
FBgn0036354	Poc1
FBgn0030078	CG10970
FBgn0026634	Cog2
FBgn0040904	CG15577
FBgn0000253	Cam
FBgn0034419	CG15111
FBgn0030137	CG15317
FBgn0032094	CG12439
FBgn0039942	CG17163
FBgn0033615	CG7741
FBgn0285943	knon
FBgn0033633	Smyd4-3
FBgn0034091	mrj
FBgn0036133	emei
FBgn0037117	CG11248
FBgn0263120	Acsl
FBgn0038097	CG14384
FBgn0039487	gb
FBgn0035490	CG1136
FBgn0033605	CG9067
FBgn0040634	CG4186
FBgn0033868	S-Lap7
FBgn0039908	Asator
FBgn0003435	sm
FBgn0003071	Pfk
FBgn0002645	Map205
FBgn0031347	nis
FBgn0263022	CG43317
FBgn0017456	Ubc84D
FBgn0050074	Obp50d
FBgn0036345	CG17300
FBgn0034617	Panx
FBgn0267347	squ
FBgn0020497	emb
FBgn0263745	CR43670
FBgn0033550	CG12341
FBgn0033413	prel
FBgn0265271	CG14717
FBgn0022981	rpk
FBgn0004171	Mst98Cb
FBgn0051155	Polr2G
FBgn0037652	CG11980
FBgn0015765	p38a
FBgn0036273	INPP5E
FBgn0038332	CG6136
FBgn0011708	Syx5
FBgn0034176	ste24a
FBgn0037535	PIG-H
FBgn0284220	Top2
FBgn0036217	CG5906
FBgn0050187	CG30187
FBgn0260744	Tango9
FBgn0034299	CG5757
FBgn0034829	CG9899
FBgn0032511	ND-B22
FBgn0259985	Mppe
FBgn0038076	Cyp313a4
FBgn0034513	CG13423
FBgn0261587	CG42697
FBgn0053506	CG33506
FBgn0015247	Diap2
FBgn0032624	CG6304
FBgn0250868	CG42239
FBgn0013673	mt:ATPase8
FBgn0036016	CG3306
FBgn0263594	lost
FBgn0032077	CG9515
FBgn0061209	His2B:CG17949
FBgn0266099	CG44836
FBgn0259708	CG42362
FBgn0259709	CG42363
FBgn0053172	CG33172
FBgn0028514	CG4793
FBgn0034398	CG15098
FBgn0028360	Cdc7
FBgn0035014	CG13581
FBgn0261020	wol
FBgn0052208	825-Oak
FBgn0031426	CG18641
FBgn0267651	pre-mod(mdg4)-O
FBgn0039260	Smg6
FBgn0032424	CG17010
FBgn0031171	CG1801
FBgn0262030	CG42841
FBgn0041249	Gr22f
FBgn0036773	CG13698
FBgn0000319	Chc
FBgn0028707	Mt2
FBgn0015477	Rme-8
FBgn0033019	CG10395
FBgn0026090	Lamtor5
FBgn0039907	lgs
FBgn0037506	Mics1
FBgn0031683	CG4230
FBgn0017430	Nelf-E
FBgn0003527	stil
FBgn0032731	Swip-1
FBgn0036160	CG12289
FBgn0032633	Lrch
FBgn0036714	CG7692
FBgn0038860	Ice2
FBgn0015946	grim
FBgn0051450	mRpS18A
FBgn0263110	CG43367
FBgn0050383	CG30383
FBgn0032625	CG15136
FBgn0031881	MME1
FBgn0037544	CG11035
FBgn0031295	CG4375
FBgn0035150	Rev1
FBgn0002791	mr
FBgn0035290	dsb
FBgn0030307	CG33235
FBgn0263114	CG43371
FBgn0047135	CG32276
FBgn0052088	sunn
FBgn0062449	CG13197
FBgn0029710	CG3568
FBgn0036712	brv2
FBgn0261790	SmE
FBgn0036332	Cul6
FBgn0033916	Usp20-33
FBgn0051368	CG31368
FBgn0026076	UBL3
FBgn0085432	pan
FBgn0036509	CG7739
FBgn0021760	chb
FBgn0038462	EMC2A
FBgn0000256	capu
FBgn0038387	blp
FBgn0085260	CG34231
FBgn0032799	Dpm1
FBgn0033876	Syngr
FBgn0034031	CG12963
FBgn0038158	CG14370
FBgn0058005	CR40005
FBgn0029993	CG1571
FBgn0030221	Rab9Db
FBgn0085206	CG34177
FBgn0036441	CG13476
FBgn0069938	Cnep1r1
FBgn0259482	Mob3
FBgn0028581	mei-217
FBgn0037611	CG11755
FBgn0026869	Tdg
FBgn0029175	sotv
FBgn0034400	CG15099
FBgn0035211	CG2211
FBgn0052112	CG32112
FBgn0030536	CG11068
FBgn0287213	CG46443
FBgn0034322	CG18536
FBgn0052350	Vps11
FBgn0266436	CG45066
FBgn0037910	CG14708
FBgn0039890	Abcd1
FBgn0050037	CG30037
FBgn0036504	yellow-k
FBgn0046294	CG12699
FBgn0050109	CG30109
FBgn0035648	CG13288
FBgn0034132	S-Lap8
FBgn0083943	CG34107
FBgn0032398	CG6766
FBgn0029523	CR18275
FBgn0036492	Best3
FBgn0263977	Tim17b
FBgn0264748	CG44006
FBgn0034748	CG17807
FBgn0039086	Ugt303B1
FBgn0262514	VhaPPA1-2
FBgn0260459	CG14106
FBgn0034243	Ns2
FBgn0263020	CG43315
FBgn0004638	drk
FBgn0032997	CG17486
FBgn0033184	mEFTu2
FBgn0250827	whip
FBgn0002899	mus301
FBgn0032449	CG17036
FBgn0032811	Pmvk
FBgn0046776	CR14033
FBgn0284444	ddbt
FBgn0033280	CG12126
FBgn0087039	Sbp2
FBgn0015791	Rab14
FBgn0034248	CG14483
FBgn0033190	Gpo2
FBgn0025387	Alms1b
FBgn0024196	robl
FBgn0051028	CG31028
FBgn0032648	CG15144
FBgn0052568	CG32568
FBgn0031399	mio
FBgn0287720	Pen
FBgn0038429	CG14882
FBgn0037057	CG10512
FBgn0030351	CG1840
FBgn0085233	CG34204
FBgn0085190	CG34161
FBgn0038808	Srp14
FBgn0023090	dtr
FBgn0027509	TBCD
FBgn0267861	Maf1
FBgn0051776	CG31776
FBgn0039112	SdhD
FBgn0266667	Exo70
FBgn0265533	CR44383
FBgn0050428	CG30428
FBgn0053665	CG33665
FBgn0061476	Zwilch
FBgn0262117	IntS3
FBgn0032242	CG5355
FBgn0263398	Uck
FBgn0032520	CG10859
FBgn0052576	CG32576
FBgn0034554	CAH14
FBgn0024740	Lip2
FBgn0016081	fry
FBgn0031531	CG8840
FBgn0037578	PNKP
FBgn0266393	CR45033
FBgn0037012	Rcd2
FBgn0261397	didum
FBgn0040294	POSH
FBgn0033326	CG14743
FBgn0085204	CG34175
FBgn0030900	Him
FBgn0033020	COX4L
FBgn0032847	Taf13
FBgn0051820	CG31820
FBgn0264829	CG44037
FBgn0052113	Vps13D
FBgn0033090	CG15909
FBgn0029740	CG12680
FBgn0028397	Tob
FBgn0085245	CG34216
FBgn0029825	CG12728
FBgn0259174	Nedd4
FBgn0031856	CG11322
FBgn0262481	CG43071
FBgn0004106	Cdk1
FBgn0040022	Set1
FBgn0037583	CG9684
FBgn0036019	Or67b
FBgn0026257	cav
FBgn0262819	CG43190
FBgn0034869	CG13558
FBgn0265627	CG44435
FBgn0000560	eg
FBgn0262518	Rab8
FBgn0051546	CG31546
FBgn0035217	FucTD
FBgn0260798	Gprk1
FBgn0263656	CG43647
FBgn0035517	CG1265
FBgn0032036	CG13384
FBgn0052591	CG32591
FBgn0036850	Gem2
FBgn0036770	Prestin
FBgn0265272	CG30060
FBgn0031403	CG15387
FBgn0052549	Nt5b
FBgn0086357	Sec61alpha
FBgn0263352	Unr
FBgn0052983	CG32983
FBgn0265269	CG15425
FBgn0038209	Recs1
FBgn0036121	CG6310
FBgn0031597	CG17612
FBgn0266347	nAChRalpha4
FBgn0286979	CG46439
FBgn0286980	Iyd
FBgn0034583	CG10527
FBgn0051501	nxf4
FBgn0283478	und
FBgn0038458	VhaM9.7-d
FBgn0266673	Sec10
FBgn0086448	PIG-Q
FBgn0267366	mil
FBgn0032269	w-cup
FBgn0250753	kra
FBgn0031996	CG8460
FBgn0035907	GstO1
FBgn0038627	CG7694
FBgn0030417	CG15725
FBgn0035032	ATPsynF
FBgn0263864	Dark
FBgn0032791	CG18094
FBgn0250845	CG1288
FBgn0034882	Eglp1
FBgn0053490	CG33490
FBgn0036959	CG6951
FBgn0029525	CG18273
FBgn0027544	CG2217
FBgn0011244	Hsp60B
FBgn0052598	betaNACtes6
FBgn0031374	Wdr62
FBgn0034363	CG5327
FBgn0029817	CG15764
FBgn0085352	CG34323
FBgn0033539	Git
FBgn0262821	CG43192
FBgn0065110	ppk10
FBgn0262568	CG43108
FBgn0037105	S1P
FBgn0031882	Rab30
FBgn0045476	Gr64e
FBgn0263050	CG43345
FBgn0050093	COX6AL
FBgn0266721	gammaSnap2
FBgn0052462	CG32462
FBgn0038697	CG3581
FBgn0052442	Arv1
FBgn0259742	CG42360
FBgn0029745	Rpn13R
FBgn0036479	CG13458
FBgn0038385	Fbxl7
FBgn0050222	CG30222
FBgn0033460	Sec24AB
FBgn0004228	mex1
FBgn0039371	CG4960
FBgn0040371	CG12470
FBgn0030039	CG12123
FBgn0086687	Desat1
FBgn0016697	Prosalpha5
FBgn0038630	CG14305
FBgn0250830	CG12547
FBgn0023171	rnh1
FBgn0034841	atlas
FBgn0265429	CG44341
FBgn0003386	Shaw
FBgn0031909	CG5181
FBgn0025697	santa-maria
FBgn0033074	tomboy40
FBgn0037667	CG16734
FBgn0033834	CG4744
FBgn0033032	kune
FBgn0013750	Arf6
FBgn0020503	CLIP-190
FBgn0039821	CG15556
FBgn0033735	Dera
FBgn0035162	Sf3b3
FBgn0031688	Cyp28d2
FBgn0038672	CG6005
FBgn0050440	CG30440
FBgn0041780	Ssl2
FBgn0053217	CG33217
FBgn0051542	CG31542
FBgn0000261	Cat
FBgn0033232	CG12159
FBgn0028552	gammaSnap1
FBgn0262104	CG42857
FBgn0035470	Ccz1
FBgn0052448	CG32448
FBgn0027376	rha
FBgn0262842	UQCR-6.4L
FBgn0034219	mthl4
FBgn0030721	CG12698
FBgn0037449	CG15185
FBgn0038012	CG10013
FBgn0036531	CG6244
FBgn0286940	CG46434
FBgn0004581	bgcn
FBgn0032084	CG13101
FBgn0052006	CG32006
FBgn0038984	AdipoR
FBgn0015569	alpha-Est10
FBgn0001321	knk
FBgn0083956	CG34120
FBgn0038100	Paip2
FBgn0035236	Tmep
FBgn0250823	gish
FBgn0034105	CG7755
FBgn0262035	CG42846
FBgn0032671	JMJD4
FBgn0029947	CG1999
FBgn0032003	CG8349
FBgn0031332	CG5556
FBgn0053773	CG33773
FBgn0040361	CG14627
FBgn0013953	Esp
FBgn0012051	CalpA
FBgn0261523	CG42658
FBgn0051226	CG31226
FBgn0030684	CG8260
FBgn0259216	RhoGAP102A
FBgn0031935	CG13793
FBgn0051998	CG31998
FBgn0014342	mia
FBgn0043070	MESK2
FBgn0051445	CG31445
FBgn0262352	CG43050
FBgn0027565	CG5498
FBgn0028857	CG12448
FBgn0052069	CG32069
FBgn0011802	Gem3
FBgn0052079	CG32079
FBgn0260944	Rbp1
FBgn0013997	Nrx-IV
FBgn0038438	Der-2
FBgn0033644	Tret1-2
FBgn0040989	CG5693
FBgn0036807	CG6893
FBgn0033382	Hydr1
FBgn0028539	Eato
FBgn0287211	CG46441
FBgn0032358	Ppt2
FBgn0085327	CG34298
FBgn0032015	Ostgamma
FBgn0034126	jtb
FBgn0030936	CG6481
FBgn0053158	CG33158
FBgn0286932	CG46429
FBgn0052319	Naa30B
FBgn0037964	CG14731
FBgn0034670	CG13488
FBgn0036995	atk
FBgn0040506	ACXE
FBgn0039637	Ctl2
FBgn0037339	Pi4KIIalpha
FBgn0030088	Arfrp1
FBgn0261269	conv
FBgn0039920	CG11360
FBgn0032445	CG6153
FBgn0026160	tna
FBgn0035239	CG18170
FBgn0034786	CG13531
FBgn0011672	Mvl
FBgn0002431	hyd
FBgn0034493	CG8908
FBgn0036290	CG10638
FBgn0040843	CG15213
FBgn0039170	CG13609
FBgn0036757	Ir75a
FBgn0034532	CG13436
FBgn0262566	CG43106
FBgn0035464	PIG-B
FBgn0032955	CG2201
FBgn0033659	Damm
FBgn0285911	Vps16A
FBgn0032878	CG9316
FBgn0039398	CG14540
FBgn0051204	CG31204
FBgn0030247	CG15208
FBgn0265629	CG44437
FBgn0033748	vis
FBgn0032485	CG9426
FBgn0036988	CG5262
FBgn0033323	CG12376
FBgn0028667	Vha16-3
FBgn0002909	mus312
FBgn0284225	CG46309
FBgn0051800	CG31800
FBgn0032513	CG6565
FBgn0036328	CG10749
FBgn0259834	out
FBgn0038013	CG10038
FBgn0259722	CG42376
FBgn0243486	rdo
FBgn0266977	CG45428
FBgn0034627	eEFSec
FBgn0030952	CG12609
FBgn0025802	Sbf
FBgn0039335	Vps33B
FBgn0052075	CG32075
FBgn0034416	CG15109
FBgn0033265	coil
FBgn0051115	CG31115
FBgn0046692	Stlk
FBgn0261536	CG42660
FBgn0261537	CG42661
FBgn0262839	CG43203
FBgn0029728	CG2861
FBgn0028410	Pk34A
FBgn0264560	garz
FBgn0029964	CG1409
FBgn0039958	CG12567
FBgn0265263	CG42688
FBgn0261807	CG42753
FBgn0031407	CG4270
FBgn0085191	CG34162
FBgn0086855	CG17078
FBgn0037061	Trmt112
FBgn0264741	CG43999
FBgn0029809	CG15767
FBgn0028372	Kpc2
FBgn0035761	RhoGEF4
FBgn0033862	CG6209
FBgn0051897	CG31897
FBgn0051802	CG31802
FBgn0024222	IKKbeta
FBgn0003483	spn-E
FBgn0040651	CG15458
FBgn0035073	CG16896
FBgn0264492	CkIIalpha
FBgn0039293	Alg9
FBgn0036056	CG6709
FBgn0052783	Gem4c
FBgn0265833	CG44622
FBgn0038739	CG4686
FBgn0031950	Herp
FBgn0033969	Pgm2b
FBgn0260470	SP555
FBgn0029694	CG15375
FBgn0035689	CG7376
FBgn0015230	Glut3
FBgn0013995	Calx
FBgn0052026	CG32026
FBgn0037536	CG2698
FBgn0034403	CG18190
FBgn0259721	CG42375
FBgn0260464	CG9288
FBgn0042177	Arts
FBgn0052706	CG32706
FBgn0037944	CG6923
FBgn0031904	CG5149
FBgn0033817	GstE14
FBgn0035558	CG11357
FBgn0038388	CG4287
FBgn0034763	RYBP
FBgn0034063	CG8389
FBgn0024491	Bin1
FBgn0264340	CG43796
FBgn0032229	ClpP
FBgn0264298	CG43776
FBgn0028579	phtf
FBgn0045073	Stim
FBgn0034592	CG9406
FBgn0032222	Cox10
FBgn0034631	TAF1C-like
FBgn0034729	CG10344
FBgn0035207	Herc4
FBgn0004419	me31B
FBgn0052141	saturn
FBgn0052786	Gem4b
FBgn0031250	Ent1
FBgn0033819	CG4714
FBgn0032522	CG16848
FBgn0051415	CG31415
FBgn0051141	CG31141
FBgn0037916	CG5342
FBgn0036925	schuy
FBgn0032431	CG5435
FBgn0031760	Tsp26A
FBgn0032313	CG14070
FBgn0250834	CG33308
FBgn0052364	tut
FBgn0035384	CG2113
FBgn0015278	Pi3K68D
FBgn0266282	jnj
FBgn0265174	PIG-V
FBgn0284222	CG46306
FBgn0263231	bel
FBgn0262827	CG43198
FBgn0034027	CG8187
FBgn0032929	Mcm10
FBgn0037320	CG14668
FBgn0036117	CG6321
FBgn0266757	mfr
FBgn0035078	Tpc2
FBgn0033955	Targ
FBgn0010438	mtSSB
FBgn0024889	Kap-alpha1
FBgn0029816	CG12729
FBgn0038558	CG12347
FBgn0262598	mtsh
FBgn0050484	CG30484
FBgn0066292	CheB42c
FBgn0046323	ORY
FBgn0035007	CG3492
FBgn0036830	COX6AL2
FBgn0263004	CG43312
FBgn0037463	djl
FBgn0027579	mino
FBgn0052436	CG32436
FBgn0021847	Ttc7
FBgn0038715	CG7333
FBgn0046697	Ppr-Y
FBgn0037831	Cap-H2
FBgn0260481	CG32454
FBgn0261832	CG42764
FBgn0039927	CG11155
FBgn0085218	CG34189
FBgn0266111	ana3
FBgn0023076	Clk
FBgn0035111	Dis3l2
FBgn0033888	CG18568
FBgn0051867	CG31867
FBgn0034202	CG17287
FBgn0033762	ZnT49B
FBgn0259933	Dpm2
FBgn0029726	CG15471
FBgn0087011	CG41520
FBgn0038054	CG5509
FBgn0250907	Cht10
FBgn0051788	CG31788
FBgn0261704	CG42740
FBgn0040747	CG12853
FBgn0052301	CG32301
FBgn0052246	CG32246
FBgn0011705	rost
FBgn0003701	thr
FBgn0031240	CG3345
FBgn0051703	tplus3b
FBgn0032649	CG15145
FBgn0037371	Sym
FBgn0003388	shd
FBgn0035420	hob
FBgn0037291	CG14662
FBgn0285892	tea
FBgn0266580	Gp210
FBgn0040674	CG9445
FBgn0054012	CG34012
FBgn0262840	CG43204
FBgn0029946	CG15034
FBgn0021906	RFeSP
FBgn0050430	CG30430
FBgn0032131	CG3841
FBgn0032216	Usp14
FBgn0039088	CG10164
FBgn0000146	aub
FBgn0000615	exu
FBgn0036306	CG10973
FBgn0034122	CG15711
FBgn0003009	ord
FBgn0001228	CG4456
FBgn0032873	CG2614
FBgn0025700	CG5885
FBgn0026432	Grip163
FBgn0024728	Slip1
FBgn0002031	Phb1
FBgn0263324	CG43405
FBgn0036353	CG10171
FBgn0036309	Hip1
FBgn0033168	CG11145
FBgn0039071	bb8
FBgn0046873	Pif2
FBgn0052320	CG32320
FBgn0033906	ReepB
FBgn0032691	Atac2
FBgn0053512	dpr4
FBgn0032360	CG14926
FBgn0002917	na
FBgn0029656	CG10793
FBgn0030441	CG2209
FBgn0052476	mthl14
FBgn0051244	CG31244
FBgn0040509	ACXB
FBgn0287182	l(3)80Fj
FBgn0262853	CR43217
FBgn0027066	Eb1
FBgn0026576	Pisd
FBgn0050355	CG30355
FBgn0039050	CG17110
FBgn0004597	CycC
FBgn0052109	CG32109
FBgn0033273	Gasz
FBgn0000346	comt
FBgn0011569	can
FBgn0030624	CG9106
FBgn0262636	dati
FBgn0033258	uno
FBgn0021761	Nup154
FBgn0030429	CG4661
FBgn0052232	t-Grip128
FBgn0287645	ccb
FBgn0052438	SMC5
FBgn0025936	Eph
FBgn0034246	Dcr-2
FBgn0002901	mus304
FBgn0259795	loopin-1
FBgn0005778	PpD5
FBgn0038961	CG13850
FBgn0026262	Taf3
FBgn0036772	CG5290
FBgn0030625	CG5877
FBgn0028868	CG4701
FBgn0051007	CG31007
FBgn0024804	Dbp80
FBgn0053054	CG33054
FBgn0025115	Acyp
FBgn0028900	CG18518
FBgn0040324	Ephrin
FBgn0085196	CG34167
FBgn0262482	CG43072
FBgn0050103	CG30103
FBgn0085198	CG34169
FBgn0053136	CG33136
FBgn0000018	abo
FBgn0032039	CG13385
FBgn0050075	CG30075
FBgn0051213	CG31213
FBgn0262116	RNASEK
FBgn0040228	DCTN5-p25
FBgn0038915	CG17819
FBgn0050378	CG30378
FBgn0263321	CG43402
FBgn0039796	CG12069
FBgn0034399	CG15083
FBgn0050366	swif
FBgn0034439	CG10062
FBgn0034438	CG9416
FBgn0033112	Spn42Db
FBgn0035730	CG17744
FBgn0050354	UQCR-11L
FBgn0267519	28SrRNA-Psi:CR45859
FBgn0028848	Gpo3
FBgn0031721	CG14017
FBgn0040715	CG15386
FBgn0259717	CG42371
FBgn0050398	CG30398
FBgn0030840	p-cup
FBgn0262487	CG43077
FBgn0032986	CG3262
FBgn0259740	CG42394
FBgn0040996	CG12617
FBgn0031710	Vps52
FBgn0039246	CG10845
FBgn0046706	Haspin
FBgn0039889	Arl4
FBgn0004698	Xpc
FBgn0031139	CG11227
FBgn0051391	CG31391
FBgn0003132	Pp1-13C
FBgn0031676	senju
FBgn0036731	CG6333
FBgn0051826	CG31826
FBgn0037891	CG5214
FBgn0029754	CG15930
FBgn0036156	CG11726
FBgn0051281	Tpl94D
FBgn0039235	CAH4
FBgn0001123	Galphas
FBgn0039714	Zip99C
FBgn0260799	p120ctn
